
Nom de l'entreprise : 
NPA : 
Adresse : 
Ville : 
Pays : 


Heure : 16:28:44
Date : 15.12.2015

NUMÉRO DE PIÈCE;DOSSIER;GROUPE;POSITION;DÉPARTEMENT;STATUT;QTE;DESCRIPTION;NORME;UTILISATION;SITUATION;MATIÈRE;LONGUEUR;LARGEUR;EPAISSEUR;MASSE;SURFACE;TRAITEMENT;COULEUR;NIVEAU;QUANTITÉ
  10-P-0258;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;3342.17;18;12;4.93;1701915.47;Brut;-;1;1
  10-P-0215;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;744;18;12;1.07;347176.86;Brut;-;1;1
  10-P-3000;10;Pièce;-;Achat;Production;4;Cale à verre Raico 167391;-;-;-;Alu;100;49;18;0.05;14127.90;Brut;-;1;4
  10-E-4120;10;Assemblage;-;Acier;Chantier;1;Assemblage Manchon;-;-;-;Divers;111;100;51;0.42;36993.98;Peint Antirouille;Zimo Z1 60my;1;1
    10-P-2000;10;Pièce;-;Tôlerie;Production;1;Tôle acier 3mm;-;-;-;Acier;304.09;51;3;0.35;31830.46;Brut;-;2;1
      ;;;;;;-;Sheet;;;;;;;;0.35;;;;-1;
    10-P-0900;10;Pièce;-;Usinage Acier;Production;2;Rond acier 8mm;-;-;-;Acier;100;8;0;0.04;2581.76;Brut;-;2;2
  10-E-4115;10;Assemblage;-;Acier;Chantier;1;SC Charpente;-;-;-;Divers;120;115;0;0.96;37143.14;Thermolaqué;RAL 9007;1;1
    10-P-2030;10;Pièce;-;Tôlerie;Production;1;Tôle acier 8mm;-;-;-;Acier;120;8;0;0.69;25786.19;Brut;-;2;1
    10-P-0330;10;Pièce;-;Usinage Acier;Production;1;Tige filetée M16x115;-;-;-;Acier;115;16;0;0.18;6182.65;Brut;-;2;1
    10-P-8013;10;Pièce;-;Visserie;Chantier;2;Vis Cylindrique M10x50;-;-;-;Inox Brut 2B;0;0;0;;;Brut;-;2;2
  10-E-4111;10;Assemblage;-;Acier;Chantier;1;Assemblage Manchon;-;-;-;Divers;160;111;51;1.89;86110.84;Peint Antirouille;Zimo Z1 60my;1;1
    10-P-2013;10;Pièce;-;Tôlerie;Production;1;Tôle acier 6mm manchon;-;-;-;Acier;220.97;160;"RD3@Annotations@10-P-2012.moPart_c";1.76;79384.42;Brut;-;2;1
      ;;;;;;-;Sheet;;;;;;;;1.76;;;;-1;
    10-P-8031;10;Pièce;-;Visserie;Production;1;Ecrou de rallonge M16;-;-;-;Acier;0;0;0;0.13;6726.42;Brut;-;2;1
  10-E-4121;10;Assemblage;-;Acier;Chantier;1;Assemblage Manchon;-;-;-;Divers;53;100;53;0.29;25258.99;Peint Antirouille;Zimo Z1 60my;1;1
    10-P-2001;10;Pièce;-;Tôlerie;Production;1;Tôle acier 3mm;-;-;-;Acier;188.09;53;3;0.21;20095.48;Brut;-;2;1
      ;;;;;;-;Sheet;;;;;;;;0.21;;;;-1;
    10-P-0900;10;Pièce;-;Usinage Acier;Production;2;Rond acier 8mm;-;-;-;Acier;100;8;0;0.04;2581.76;Brut;-;2;2
10-E-4233;10;Assemblage;-;Acier;Chantier;1;Assemblage Traverse;-;-;-;Divers;908.33;124;60;6.31;798231.92;IGP 5803 E 71755 A10;-;0;1
  Esquisse 10-E-4233;;;;;;1;;;;;;;;;;;;;1;1
  10-P-0185;10;Pièce;-;Usinage Acier;Production;1;Tube carré MSH 60x60x3.2;EN 10210;-;-;Acier;908.33;60;60;5.04;399756.64;Brut;-;1;1
  10-P-0312;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;788.33;18;12;1.14;367799.94;Brut;-;1;1
  10-P-3000;10;Pièce;-;Achat;Production;2;Cale à verre Raico 167391;-;-;-;Alu;100;49;18;0.05;14127.90;Brut;-;1;2
  10-P-8011;10;Pièce;-;Visserie;Chantier;4;Vis Cylindrique M6x12;-;-;-;Inox Brut 2B;0;0;0;;;Brut;-;1;4
10-E-4232;10;Assemblage;-;Acier;Chantier;1;Assemblage Traverse;-;-;-;Divers;998.33;184;190;11.91;1109043.16;IGP 5803 E 71755 A10;-;0;1
  Esquisse 10-E-4239;;;;;;1;;;;;;;;;;;;;1;1
  10-P-0125;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 120x60x4;EN 10210;-;-;Acier;998.33;120;60;10.51;668701.48;Brut;-;1;1
  10-P-0311;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;878.33;18;12;1.27;409666.34;Brut;-;1;1
  10-P-3000;10;Pièce;-;Achat;Production;2;Cale à verre Raico 167391;-;-;-;Alu;100;49;18;0.05;14127.90;Brut;-;1;2
  10-P-8011;10;Pièce;-;Visserie;Chantier;4;Vis Cylindrique M6x12;-;-;-;Inox Brut 2B;0;0;0;;;Brut;-;1;4
10-E-4200;10;Assemblage;-;Acier;Chantier;11;Assemblage Traverse;-;-;-;Divers;998.33;124;60;6.94;879603.70;IGP 5803 E 71755 A10;-;0;11
  Esquisse 10-E-4200;;;;;;1;;;;;;;;;;;;;1;11
  10-P-0152;10;Pièce;-;Usinage Acier;Production;1;Tube carré MSH 60x60x3.2;EN 10210;-;-;Acier;998.33;60;60;5.54;439262.02;Brut;-;1;11
  10-P-0204;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;878.33;18;12;1.27;409666.34;Brut;-;1;11
  10-P-3000;10;Pièce;-;Achat;Production;2;Cale à verre Raico 167391;-;-;-;Alu;100;49;18;0.05;14127.90;Brut;-;1;22
  10-P-8011;10;Pièce;-;Visserie;Chantier;4;Vis Cylindrique M6x12;-;-;-;Inox Brut 2B;0;0;0;;;Brut;-;1;44
10-E-4201;10;Assemblage;-;Acier;Chantier;5;Assemblage Traverse;-;-;-;Divers;1049.43;124;60;7.30;925800.25;IGP 5803 E 71755 A10;-;0;5
  Esquisse 10-E-4201;;;;;;1;;;;;;;;;;;;;1;5
  10-P-0153;10;Pièce;-;Usinage Acier;Production;1;Tube carré MSH 60x60x3.2;EN 10210;-;-;Acier;1049.43;60;60;5.83;461690.09;Brut;-;1;5
  10-P-0205;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;929.43;18;12;1.34;433434.81;Brut;-;1;5
  10-P-3000;10;Pièce;-;Achat;Production;2;Cale à verre Raico 167391;-;-;-;Alu;100;49;18;0.05;14127.90;Brut;-;1;10
  10-P-8011;10;Pièce;-;Visserie;Chantier;4;Vis Cylindrique M6x12;-;-;-;Inox Brut 2B;0;0;0;;;Brut;-;1;20
10-E-4202;10;Assemblage;-;Acier;Chantier;5;Assemblage Traverse;-;-;-;Divers;1010.29;124;60;7.02;890411.00;IGP 5803 E 71755 A10;-;0;5
  Esquisse 10-E-4202;;;;;;1;;;;;;;;;;;;;1;5
  10-P-0154;10;Pièce;-;Usinage Acier;Production;1;Tube carré MSH 60x60x3.2;EN 10210;-;-;Acier;1010.29;60;60;5.61;444508.88;Brut;-;1;5
  10-P-0206;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;890.29;18;12;1.28;415226.77;Brut;-;1;5
  10-P-3000;10;Pièce;-;Achat;Production;2;Cale à verre Raico 167391;-;-;-;Alu;100;49;18;0.05;14127.90;Brut;-;1;10
  10-P-8011;10;Pièce;-;Visserie;Chantier;4;Vis Cylindrique M6x12;-;-;-;Inox Brut 2B;0;0;0;;;Brut;-;1;20
10-E-4222;10;Assemblage;-;Acier;Chantier;3;Assemblage Traverse;-;-;-;Divers;1010.29;184;190;12.05;1122581.17;IGP 5803 E 71755 A10;-;0;3
  Esquisse 10-E-4222;;;;;;1;;;;;;;;;;;;;1;3
  10-P-0104;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 120x60x4;EN 10210;-;-;Acier;1010.29;120;60;10.64;676679.05;Brut;-;1;3
  10-P-0206;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;890.29;18;12;1.28;415226.77;Brut;-;1;3
  10-P-3000;10;Pièce;-;Achat;Production;2;Cale à verre Raico 167391;-;-;-;Alu;100;49;18;0.05;14127.90;Brut;-;1;6
  10-P-8011;10;Pièce;-;Visserie;Chantier;4;Vis Cylindrique M6x12;-;-;-;Inox Brut 2B;0;0;0;;;Brut;-;1;12
10-E-4203;10;Assemblage;-;Acier;Chantier;2;Assemblage Traverse;-;-;-;Divers;988.33;124;60;6.87;870562.39;IGP 5803 E 71755 A10;-;0;2
  Esquisse 10-E-4203;;;;;;1;;;;;;;;;;;;;1;2
  10-P-0158;10;Pièce;-;Usinage Acier;Production;1;Tube carré MSH 60x60x3.2;EN 10210;-;-;Acier;988.33;60;60;5.49;434872.53;Brut;-;1;2
  10-P-0221;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;868.33;18;12;1.25;405014.51;Brut;-;1;2
  10-P-3000;10;Pièce;-;Achat;Production;2;Cale à verre Raico 167391;-;-;-;Alu;100;49;18;0.05;14127.90;Brut;-;1;4
  10-P-8011;10;Pièce;-;Visserie;Chantier;4;Vis Cylindrique M6x12;-;-;-;Inox Brut 2B;0;0;0;;;Brut;-;1;8
10-E-4204;10;Assemblage;-;Acier;Chantier;2;Assemblage Traverse;-;-;-;Divers;978.33;124;60;6.80;861521.08;IGP 5803 E 71755 A10;-;0;2
  Esquisse 10-E-4204;;;;;;1;;;;;;;;;;;;;1;2
  10-P-0159;10;Pièce;-;Usinage Acier;Production;1;Tube carré MSH 60x60x3.2;EN 10210;-;-;Acier;978.33;60;60;5.43;430483.04;Brut;-;1;2
  10-P-0222;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;858.33;18;12;1.24;400362.69;Brut;-;1;2
  10-P-3000;10;Pièce;-;Achat;Production;2;Cale à verre Raico 167391;-;-;-;Alu;100;49;18;0.05;14127.90;Brut;-;1;4
  10-P-8011;10;Pièce;-;Visserie;Chantier;4;Vis Cylindrique M6x12;-;-;-;Inox Brut 2B;0;0;0;;;Brut;-;1;8
10-E-4231;10;Assemblage;-;Acier;Chantier;1;Assemblage Traverse;-;-;-;Divers;998.33;184;190;13.04;1523279.33;IGP 5803 E 71755 A10;-;0;1
  Esquisse 10-E-4231;;;;;;1;;;;;;;;;;;;;1;1
  10-P-0102;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 120x60x4;EN 10210;-;-;Acier;998.33;120;60;10.51;668701.48;Brut;-;1;1
  10-P-0204;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;878.33;18;12;1.27;409666.34;Brut;-;1;1
  10-P-3000;10;Pièce;-;Achat;Production;2;Cale à verre Raico 167391;-;-;-;Alu;100;49;18;0.05;14127.90;Brut;-;1;2
  10-P-8011;10;Pièce;-;Visserie;Chantier;4;Vis Cylindrique M6x12;-;-;-;Inox Brut 2B;0;0;0;;;Brut;-;1;4
  10-P-8007;10;;-;Visserie;Chantier;8;Vis à tôle - Tête cylindrique bombée - St 00x00;-;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;1;8
  10-P-2050;10;Pièce;-;Tôlerie;Chantier;1;Tôle alu 2mm;-;-;-;Alu;1060.32;192.98;2;1.10;410486.69;IGP 5803 E 71755 A10;-;1;1
    ;;;;;;-;Sheet;;;;;;;;1.10;;;;-1;
10-E-4220;10;Assemblage;-;Acier;Chantier;1;Assemblage Traverse;-;-;-;Divers;998.33;184;60;13.73;1778732.71;IGP 5803 E 71755 A10;-;0;1
  Esquisse 10-E-4220;;;;;;1;;;;;;;;;;;;;1;1
  10-P-0102;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 120x60x4;EN 10210;-;-;Acier;998.33;120;60;10.51;668701.48;Brut;-;1;1
  10-P-0204;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;878.33;18;12;1.27;409666.34;Brut;-;1;1
  10-P-3000;10;Pièce;-;Achat;Production;2;Cale à verre Raico 167391;-;-;-;Alu;100;49;18;0.05;14127.90;Brut;-;1;2
  10-P-8011;10;Pièce;-;Visserie;Chantier;4;Vis Cylindrique M6x12;-;-;-;Inox Brut 2B;0;0;0;;;Brut;-;1;4
  10-P-8007;10;;-;Visserie;Chantier;8;Vis à tôle - Tête cylindrique bombée - St 00x00;-;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;1;8
  10-P-2061;10;Pièce;-;Tôlerie;Chantier;1;Tôle alu 2mm;-;-;-;Alu;1060.32;312.98;2;1.79;665940.07;IGP 5803 E 71755 A10;-;1;1
    ;;;;;;-;Sheet;;;;;;;;1.79;;;;-1;
10-E-4221;10;Assemblage;-;Acier;Chantier;1;Assemblage Traverse;-;-;-;Divers;1049.43;184;60;14.43;1869001.81;IGP 5803 E 71755 A10;-;0;1
  Esquisse 10-E-4221;;;;;;1;;;;;;;;;;;;;1;1
  10-P-0103;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 120x60x4;EN 10210;-;-;Acier;1049.43;120;60;11.05;702802.18;Brut;-;1;1
  10-P-0205;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;929.43;18;12;1.34;433434.81;Brut;-;1;1
  10-P-3000;10;Pièce;-;Achat;Production;2;Cale à verre Raico 167391;-;-;-;Alu;100;49;18;0.05;14127.90;Brut;-;1;2
  10-P-2052;10;Pièce;-;Tôlerie;Chantier;1;Tôle alu 2mm;-;-;-;Alu;1111.41;312.98;2;1.87;698339.99;IGP 5803 E 71755 A10;-;1;1
    ;;;;;;-;Sheet;;;;;;;;1.87;;;;-1;
  10-P-8007;10;;-;Visserie;Chantier;8;Vis à tôle - Tête cylindrique bombée - St 00x00;-;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;1;8
  10-P-8011;10;Pièce;-;Visserie;Chantier;4;Vis Cylindrique M6x12;-;-;-;Inox Brut 2B;0;0;0;;;Brut;-;1;4
10-E-4223;10;Assemblage;-;Acier;Chantier;1;Assemblage Traverse;-;-;-;Divers;635.81;184;60;7.62;816466.13;IGP 5803 E 71755 A10;-;0;1
  Esquisse 10-E-4223;;;;;;1;;;;;;;;;;;;;1;1
  10-P-0105;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 120x60x4;EN 10210;-;-;Acier;635.81;120;60;6.69;426755.44;Brut;-;1;1
  10-P-0209;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;515.81;18;12;0.80;359035.35;Brut;-;1;1
  10-P-3000;10;Pièce;-;Achat;Production;2;Cale à verre Raico 167391;-;-;-;Alu;100;49;18;0.05;14127.90;Brut;-;1;2
  10-P-8011;10;Pièce;-;Visserie;Chantier;4;Vis Cylindrique M6x12;-;-;-;Inox Brut 2B;0;0;0;;;Brut;-;1;4
10-E-4224;10;Assemblage;-;Acier;Chantier;1;Assemblage Traverse;-;-;-;Divers;980.07;184;60;11.79;1284986.91;IGP 5803 E 71755 A10;-;0;1
  Esquisse 10-E-4224;;;;;;1;;;;;;;;;;;;;1;1
  10-P-0106;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 120x60x4;EN 10210;-;-;Acier;980.07;120;60;10.32;656514.68;Brut;-;1;1
  10-P-0210;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;860.07;18;12;1.33;597796.89;Brut;-;1;1
  10-P-3000;10;Pièce;-;Achat;Production;2;Cale à verre Raico 167391;-;-;-;Alu;100;49;18;0.05;14127.90;Brut;-;1;2
  10-P-8011;10;Pièce;-;Visserie;Chantier;4;Vis Cylindrique M6x12;-;-;-;Inox Brut 2B;0;0;0;;;Brut;-;1;4
10-E-4225;10;Assemblage;-;Acier;Chantier;1;Assemblage Traverse;-;-;-;Divers;1064.13;184;60;12.80;1399384.03;IGP 5803 E 71755 A10;-;0;1
  Esquisse 10-E-4225;;;;;;1;;;;;;;;;;;;;1;1
  10-P-0107;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 120x60x4;EN 10210;-;-;Acier;1064.13;120;60;11.21;712614.20;Brut;-;1;1
  10-P-0211;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;944.13;18;12;1.46;656094.48;Brut;-;1;1
  10-P-3000;10;Pièce;-;Achat;Production;2;Cale à verre Raico 167391;-;-;-;Alu;100;49;18;0.05;14127.90;Brut;-;1;2
  10-P-8011;10;Pièce;-;Visserie;Chantier;4;Vis Cylindrique M6x12;-;-;-;Inox Brut 2B;0;0;0;;;Brut;-;1;4
10-E-4226;10;Assemblage;-;Acier;Chantier;1;Assemblage Traverse;-;-;-;Divers;998.33;141;612;15.35;2393367.87;Thermolaqué;RAL 9007;0;1
  Esquisse 10-E-4226;;;;;;1;;;;;;;;;;;;;1;1
  10-P-0102;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 120x60x4;EN 10210;-;-;Acier;998.33;120;60;10.51;668701.48;Brut;-;1;1
  10-P-0204;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;878.33;18;12;1.27;409666.34;Brut;-;1;1
  10-P-2054;10;Pièce;-;Tôlerie;Chantier;1;Tôle alu 2mm;-;-;-;Alu;1060.32;614.98;2;3.52;1308831.05;IGP 5803 E 71755 A10;-;1;1
    ;;;;;;-;Sheet;;;;;;;;3.52;;;;-1;
  10-P-8011;10;Pièce;-;Visserie;Chantier;4;Vis Cylindrique M6x12;-;-;-;Inox Brut 2B;0;0;0;;;Brut;-;1;4
  10-P-8007;10;;-;Visserie;Chantier;8;Vis à tôle - Tête cylindrique bombée - St 00x00;-;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;1;8
10-E-4227;10;Assemblage;-;Acier;Chantier;1;Assemblage Traverse;-;-;-;Divers;2056.67;184;140;25.16;2375976.57;IGP 5803 E 71755 A10;-;0;1
  Esquisse 10-E-4227;;;;;;1;;;;;;;;;;;;;1;1
  10-P-0108;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 120x60x4;EN 10210;-;-;Acier;2056.67;120;60;21.67;1375031.26;Brut;-;1;1
  10-P-2011;10;Pièce;-;Tôlerie;Production;1;Tôle acier 3mm manchon;-;-;-;Acier;231.09;80;3;0.45;40030.01;Brut;-;1;1
    ;;;;;;-;Sheet;;;;;;;;0.45;;;;-1;
  10-P-0212;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;1936.67;18;12;2.79;901984.14;Brut;-;1;1
  10-P-3000;10;Pièce;-;Achat;Production;4;Cale à verre Raico 167391;-;-;-;Alu;100;49;18;0.05;14127.90;Brut;-;1;4
  10-P-8011;10;Pièce;-;Visserie;Chantier;4;Vis Cylindrique M6x12;-;-;-;Inox Brut 2B;0;0;0;;;Brut;-;1;4
10-E-4228;10;Assemblage;-;Acier;Chantier;1;Assemblage Traverse;-;-;-;Divers;1827.50;141.35;60;21.90;2070750.51;IGP 5803 E 71755 A10;-;0;1
  Esquisse 10-E-4228;;;;;;1;;;;;;;;;;;;;1;1
  10-P-0109;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 120x60x4;EN 10210;-;-;Acier;1827.50;120;60;19.27;1222339.85;Brut;-;1;1
  10-P-0213;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;1821.50;18;12;2.63;848410.66;Brut;-;1;1
10-E-4229;10;Assemblage;-;Acier;Chantier;1;Assemblage Traverse;-;-;-;Divers;988.33;184;60;11.79;1097717.35;IGP 5803 E 71755 A10;-;0;1
  Esquisse 10-E-4229;;;;;;1;;;;;;;;;;;;;1;1
  10-P-0113;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 120x60x4;EN 10210;-;-;Acier;988.33;120;60;10.41;662027.50;Brut;-;1;1
  10-P-0221;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;868.33;18;12;1.25;405014.51;Brut;-;1;1
  10-P-3000;10;Pièce;-;Achat;Production;2;Cale à verre Raico 167391;-;-;-;Alu;100;49;18;0.05;14127.90;Brut;-;1;2
  10-P-8011;10;Pièce;-;Visserie;Chantier;4;Vis Cylindrique M6x12;-;-;-;Inox Brut 2B;0;0;0;;;Brut;-;1;4
10-E-4230;10;Assemblage;-;Acier;Chantier;1;Assemblage Traverse;-;-;-;Divers;978.33;184;60;11.67;1086391.55;IGP 5803 E 71755 A10;-;0;1
  Esquisse 10-E-4230;;;;;;1;;;;;;;;;;;;;1;1
  10-P-0114;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 120x60x4;EN 10210;-;-;Acier;978.33;120;60;10.30;655353.51;Brut;-;1;1
  10-P-0222;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;858.33;18;12;1.24;400362.69;Brut;-;1;1
  10-P-3000;10;Pièce;-;Achat;Production;2;Cale à verre Raico 167391;-;-;-;Alu;100;49;18;0.05;14127.90;Brut;-;1;2
  10-P-8011;10;Pièce;-;Visserie;Chantier;4;Vis Cylindrique M6x12;-;-;-;Inox Brut 2B;0;0;0;;;Brut;-;1;4
10-E-4050;10;Assemblage;-;Acier;Chantier;1;Assemblage Traverse;-;-;-;Divers;240;184;6692.42;136.71;8005080.88;IGP 5803 E 71755 A10;-;0;1
  Esquisse 10-E-4050;;;;;;1;;;;;;;;;;;;;1;1
  10-P-0057;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 120x80x6.3;EN 10210;-;-;Acier;6684.42;120;80;118.22;4756201.28;Brut;-;1;1
  10-P-2114;10;Pièce;-;Tôlerie;Production;1;Tôle acier 8mm;-;-;-;Acier;120;80;8;0.60;21957.51;Brut;-;1;1
  10-P-0202;10;Pièce;-;Usinage Acier;Production;4;Raico 129005;-;-;-;Acier;992.33;18;12;1.43;462697.10;Brut;-;1;4
  10-P-0220;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;1025.33;18;12;1.48;478048.12;Brut;-;1;1
  10-P-0262;10;Pièce;-;Usinage Acier;Production;5;Raico 129005;-;-;-;Acier;60;18;12;0.09;31679.71;Brut;-;1;5
  10-P-3000;10;Pièce;-;Achat;Production;10;Cale à verre Raico 167391;-;-;-;Alu;100;49;18;0.05;14127.90;Brut;-;1;10
  10-P-2011;10;Pièce;-;Tôlerie;Production;10;Tôle acier 3mm manchon;-;-;-;Acier;231.09;80;3;0.45;40030.01;Brut;-;1;10
    ;;;;;;-;Sheet;;;;;;;;0.45;;;;-1;
  10-P-2005;10;Pièce;-;Tôlerie;Production;6;Tôle acier 8mm;-;-;-;Acier;150.78;80;8;0.77;28574.87;Brut;-;1;6
    ;;;;;;-;Sheet;;;;;;;;0.77;;;;-1;
  10-P-2021;10;Pièce;-;Tôlerie;Production;1;Tôle acier 8mm;-;-;-;Acier;66;66;8;0.28;10824.00;Brut;-;1;1
  10-P-8001;10;Pièce;-;Visserie;Chantier;6;Hilti HSC-I M10x60;-;-;-;Acier;0;0;0;0;0;Brut;-;1;6
10-E-4051;10;Assemblage;-;Acier;Chantier;1;Assemblage Traverse;-;-;-;Divers;240;184;3340.83;73.26;4250352.81;IGP 5803 E 71755 A10;-;0;1
  Esquisse 10-E-4051;;;;;;1;;;;;;;;;;;;;1;1
  10-P-0058;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 120x80x6.3;EN 10210;-;-;Acier;3332.83;120;80;58.41;2352588.98;Brut;-;1;1
  10-P-2114;10;Pièce;-;Tôlerie;Production;1;Tôle acier 8mm;-;-;-;Acier;120;80;8;0.60;21957.51;Brut;-;1;1
  10-P-0317;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;1043.43;18;12;1.50;486465.58;Brut;-;1;1
  10-P-0215;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;744;18;12;1.07;347176.86;Brut;-;1;1
  10-P-0219;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;1066.76;18;12;1.54;497321.35;Brut;-;1;1
  10-P-0262;10;Pièce;-;Usinage Acier;Production;3;Raico 129005;-;-;-;Acier;60;18;12;0.09;31679.71;Brut;-;1;3
  10-P-3000;10;Pièce;-;Achat;Production;6;Cale à verre Raico 167391;-;-;-;Alu;100;49;18;0.05;14127.90;Brut;-;1;6
  10-P-2011;10;Pièce;-;Tôlerie;Production;6;Tôle acier 3mm manchon;-;-;-;Acier;231.09;80;3;0.45;40030.01;Brut;-;1;6
    ;;;;;;-;Sheet;;;;;;;;0.45;;;;-1;
  10-P-2005;10;Pièce;-;Tôlerie;Production;4;Tôle acier 8mm;-;-;-;Acier;150.78;80;8;0.77;28574.87;Brut;-;1;4
    ;;;;;;-;Sheet;;;;;;;;0.77;;;;-1;
  10-P-8001;10;Pièce;-;Visserie;Chantier;4;Hilti HSC-I M10x60;-;-;-;Acier;0;0;0;0;0;Brut;-;1;4
10-E-4332;10;Assemblage;-;Acier;Chantier;1;Assemblage Tôle-Raico;-;-;-;Divers;"RD1@Annotations@10-Tole Angle Supperior.moAssembly_c";"RD2@Annotations@10-Tole Angle Supperior.moAssembly_c";"RD3@Annotations@10-Tole Angle Supperior.moAssembly_c";42.78;4014966.81;IGP 5803 E 71755 A10;-;0;1
  Esquisse 10-E-4332;;;;;;1;;;;;;;;;;;;;1;1
  10-P-2333;10;Pièce;-;Tôlerie;Production;1;Tôle acier 4mm;-;-;-;Acier;2384.90;508.85;1629.01;33.88;2172015.65;Brut;-;1;1
  10-P-0306;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;1043.43;18;12;1.50;486465.58;Brut;-;1;1
  10-P-0307;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;1066.26;18;12;1.54;497088.76;Brut;-;1;1
  10-P-0313;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;120;18;12;0.17;56903.18;Brut;-;1;1
  10-P-0314;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;134.81;18;12;0.19;63792.99;Brut;-;1;1
  10-P-1250;10;Pièce;-;Usinage Alu;Chantier;1;Calle Klebit 49x25;-;-;-;Klebit PUR 500;2202.69;"RD2@Annotations@10-P-12.moPart_c";"RD3@Annotations@10-P-12.moPart_c";0.84;176965.46;Brut;-;1;1
  10-P-1252;10;Pièce;-;Usinage Alu;Chantier;1;Calle Klebit 49x25;-;-;-;Klebit PUR 500;1422.40;"RD2@Annotations@10-P-12.moPart_c";"RD3@Annotations@10-P-12.moPart_c";2.66;318062.38;Brut;-;1;1
  10-P-2351;10;Pièce;-;Tôlerie;Chantier;6;Tôle alu 1mm;-;-;-;Alu;80.23;60;3;0.08;22144.98;A définir;-;1;6
    ;;;;;;-;Sheet;;;;;;;;0.08;;;;-1;
  10-Fixation M8 Angle Sup;;;;;;2;;;;;;;;;;;;;1;2
    10-P-8019;10;Pièce;-;Visserie;Chantier;1;Vis Hexa M8x25;DIN 933;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;2
    10-P-8025;10;Visserie;-;Visserie;Chantier;2;Rondelle M8;DIN 125A;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;4
    10-P-8034;10;Visserie;-;Visserie;Chantier;1;Ecrou M8;DIN 934;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;2
  10-Fixation M12 Angle Sup;;;;;;10;;;;;;;;;;;;;1;10
    10-P-8016;10;Pièce;-;Visserie;Chantier;1;Vis Hexa M12x50;DIN 933;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;10
